order date,ondc order id,restaurant name,restaurant id,locality,order status,order total,copay,copay amount,net bill value,total container charge,total gst,commission %,gst on commission %,tcs,tds,gf platform fee,gst on gf platform fee,self delivery charges,delivery discount,total payable to merchant
2025-03-03T07:57:17.680Z,GF4004741524,Biryani boxx,GFFBRTBI1698734884,"Basavanna nagar main road, hoodi",Completed,709.9200000000001,,0,531,40,28.58,8,18%,0,0.5710000000000001,56.79,10.22,0,0,503.41
